ID,Premisestype,Date,Item,Material,Measure,Site,Type,Collection_frequency,Collection_efficiency,Value,Correted_value
3,pt_commercial,31/05/2019 00:00:00,steel_cans,metal,count,Belmopan,Supermarket,3.50000000000000,0.03733333300000,4.00000000000000,30.61224490000000
4,pt_commercial,31/05/2019 00:00:00,steel_cans,metal,count,Belmopan,Hotels,2.00000000000000,0.15384615400000,2.00000000000000,6.50000000200000
69,pt_commercial,14/06/2019 00:00:00,steel_cans,metal,count,Toledo Rural,Admin,1.00000000000000,0.00000000000000,8.00000000000000,8.00000000000000
56,pt_commercial,11/06/2019 00:00:00,steel_cans,metal,count,Corozal Town,Retail_shop,7.00000000000000,0.75000000000000,4.00000000000000,0.76190476200000
60,pt_commercial,11/06/2019 00:00:00,steel_cans,metal,count,Corozal Town,Retail_shop,7.00000000000000,0.50000000000000,7.00000000000000,2.00000000000000
32,pt_commercial,05/06/2019 00:00:00,steel_cans,metal,volume,Belize City,Food_outlet,3.50000000000000,1.00000000000000,0.30000000000000,0.08571428600000
21,pt_commercial,04/06/2019 00:00:00,steel_cans,metal,volume,Dangriga,Retail_shop,0.00000000000000,1.00000000000000,0.50000000000000,0.50000000000000
28,pt_commercial,05/06/2019 00:00:00,steel_cans,metal,volume,Belize City,Food_outlet,7.00000000000000,0.10000000000000,2.00000000000000,2.85714285700000
36,pt_commercial,06/06/2019 00:00:00,steel_cans,metal,volume,Belize City,Admin,3.50000000000000,0.10000000000000,1.00000000000000,2.85714285700000
39,pt_commercial,06/06/2019 00:00:00,steel_cans,metal,volume,Belize City,Retail_shop,7.00000000000000,0.05000000000000,1.50000000000000,4.28571428600000
41,pt_commercial,06/06/2019 00:00:00,steel_cans,metal,volume,Belize City,Food_outlet,7.00000000000000,0.30000000000000,0.50000000000000,0.23809523800000
47,pt_commercial,06/06/2019 00:00:00,steel_cans,metal,volume,Belize City,Other,3.50000000000000,0.00000000000000,3.50000000000000,1.00000000000000
49,pt_commercial,06/06/2019 00:00:00,steel_cans,metal,volume,Belize City,Retail_shop,7.00000000000000,0.00000000000000,2.00000000000000,0.28571428600000
44,pt_commercial,06/06/2019 00:00:00,steel_cans,metal,volume,Belize City,Food_outlet,3.50000000000000,0.75000000000000,2.00000000000000,0.76190476200000
54,pt_commercial,07/06/2019 00:00:00,steel_cans,metal,volume,Belize City,Retail_shop,3.50000000000000,1.30000000000000,1.00000000000000,0.21978022000000
1,pt_commercial,31/05/2019 00:00:00,steel_cans,metal,volume,Belmopan,Food_outlet,3.50000000000000,0.50000000000000,2.50000000000000,1.42857142900000
3,pt_commercial,31/05/2019 00:00:00,steel_cans,metal,volume,Belmopan,Supermarket,3.50000000000000,0.03733333300000,1.25000000000000,9.56632653100000
